154|Travel:Subway
155|Travel:TrainStation
158|Arts&Entertainment:Stadium
94|Travel:Airport
963|Travel:Airport
67|Travel:Airport
745|Parks&Outdoors:Other-Parks&Outdoor
153|Shops:Technology
495|Shops:Food&Drink:Grocery/Supermarket
1010|Travel:TrainStation
880|Food:CoffeeShop
715|Shops:Food&Drink:Grocery/Supermarket
215|Travel:Airport
2215|Travel:Airport:Terminal
604|Shops:Technology
66|Travel:Airport
436|Travel:Hotel
3498|Arts&Entertainment:Other-Entertainment
127|Arts&Entertainment:ArtGallery
2525|Parks&Outdoors:Other-Parks&Outdoor
3976|Shops:DepartmentStore
889|Travel:Airport
454|Travel:TrainStation
3912|Parks&Outdoors:Park
3660|Parks&Outdoors:Park
3168|Food:Café
1894|Travel:Hotel
2110|Home/Work/Other:ConventionCenter
97|Travel:Airport
3735|Food:CoffeeShop
56|Food:CoffeeShop
1735|Travel:Airport
54|Home/Work/Other:Corporate/Office:TechStartup
3277|Food:CoffeeShop
2170|Travel:Airport:Plane
836|Parks&Outdoors:Plaza/Square
857|Travel:Airport
148|Food:Burgers
174|Travel:Airport:FoodCourt
645|College&Education:Stadium:Baseball
997|Travel:Airport
4090|Travel:Subway
1192|Food:CoffeeShop
115|Travel:Airport
1450|Travel:Airport
2006|Parks&Outdoors:Plaza/Square
1302|Food:CoffeeShop
5971|Food:French
20514|Home/Work/Other:Corporate/Office
2499|Travel:Airport
8014|Food:Burritos
296|Home/Work/Other:Gym/Fitness:Track
3902|Home/Work/Other:Corporate/Office
128|Food:CoffeeShop
16242|Food:CoffeeShop
7410|Shops:DrugStore/Pharmacy
5910|Shops:Food&Drink:Grocery/Supermarket
11158|Home/Work/Other:Gym/Fitness:Gym
6718|Arts&Entertainment:Stadium
16234|Travel:BusStation
6951|Travel:Highway/Traffic
63020|Food:CoffeeShop
14458|Food:CoffeeShop
52069|College&Education:Bookstore
46899|Uncategorized
63073|Travel:Highway/Traffic
47626|Nightlife:Karaoke
54770|Travel:Highway/Traffic
1927|Parks&Outdoors:Bridge
69751|Travel:Highway/Traffic
4008|Home/Work/Other:Government:Monument/Landmark
41704|Travel:TrainStation:Train
6300|Travel:Subway
16244|Uncategorized
4605|Food:Sandwiches
7268|Food:CoffeeShop
29463|Home/Work/Other:Home
2807|Food:CoffeeShop
69750|College&Education:AcademicBuilding
89929|Travel:TrainStation:Train
52327|Travel:TrainStation
130969|Travel:TrainStation:Train
8639|Home/Work/Other:Corporate/Office:CoworkingSpace
6571|Home/Work/Other:Gym/Fitness
1284|GreatOutdoors:Parks
52077|Home/Work/Other:Other-Buildings
249|Food:CoffeeShop
15675|Food:CoffeeShop
52199|Travel:Subway
69758|Travel:TrainStation
179281|Home/Work/Other:Corporate/Office
3414|Food:TeaRoom
106039|Travel:TrainStation:Train
270024|Travel:Highway/Traffic
315967|Shops:Food&Drink:Grocery/Supermarket
52100|Food:Snacks
24887|Travel:TrainStation
25140|Travel:TrainStation
9590|Food:CoffeeShop
110682|Parks&Outdoors:BasketballCourt
